TID,ID
TID_MYSTERY_CRATE_OPEN,untuk membuka peti
TID_GIFT_TOWN_TITLE,Paket Kota Misteri
TID_GIFT_FISHING_TITLE,Paket Memancing Misteri
TID_ABOUT_FSA,FSA (khusus Jepang)
TID_NECTAR_DESCRIPTION,Dikumpulkan oleh Lebah Madu dari Semak Nektar
TID_NECTAR,Nektar
TID_BEE,Lebah Madu
TID_BEE_HIVE_TREE,Pohon Sarang Lebah
TID_DANDELION,Semak Nektar
TID_BEE_HIVE_TREE_SHOP_DESCRIPTION,Menampung Lebah
TID_DANDELION_DESCRIPTION,Sumber Nektar untuk Lebah Madu
TID_BEE_HIVE,Sarang Lebah
TID_GATHERER_SHOP_DESCRIPTION,Mengumpulkan Nektar untuk membuat Sarang Madu
TID_HONEYCOMB,Sarang Madu
TID_HONEYCOMB_DESCRIPTION,Ambil dari Sarang Lebah
TID_FLOATER_COORDINATE_NOT_IN_NEST,Tempatkan di <PARAM>!
TID_FLOATER_NEST_FULL,<PARAM> ini penuh.
TID_GATHERER_MASTERY_INFO_POPUP_TOOLTIP,<BUILDING> kini memiliki <PARAM> Sarang Lebah.
TID_GATHERER_MASTERY_INFO_POPUP_DESCRIPTION,Kumpulkan Nektar untuk meraih bintang dan mendapatkan lebih banyak Sarang Lebah!
TID_GATHERER_MASTERY_INFO_POPUP_PROGRESS,<COUNT>/<COUNT_LIMIT> Nektar
TID_GATHERER_MASTERY_STAR_GAIN_POPUP_DESCRIPTION,Kamu sekarang punya <PARAM> sarang lebah di <BUILDING>. Beli lebah madu baru dari toko.
TID_PRODUCT_HONEY,Madu
TID_PRODUCT_BEESWAX,Lilin Lebah
TID_HONEYEXTRACTOR,Pengekstrak Madu
TID_HONEYEXTRACTOR_DESCRIPTION,Mengekstrak Madu dari Sarang Madu
TID_HONEYEXTRACTOR_PRODUCT_DESCRIPTION,Dibuat di Pengekstrak Madu
TID_DECO_SANDCASTLE,Istana Pasir
TID_DECO_BEACHCHAIR1,Kursi Pantai: Samudra
TID_DECO_BEACHCHAIR2,Kursi Pantai: Musim Panas
TID_DECO_SANDCASTLE_DESC,Menghias kotamu
TID_DECO_BEACHCHAIR1_DESC,Menghias kotamu
TID_DECO_BEACHCHAIR2_DESC,Menghias kotamu
TID_GATHERER_NEST_PROGRESS_HUD_RESOURCES_LEFT,<GATHERED>/<MAX> <RESOURCE>
TID_GATHERER_NEST_READY_TO_HARVEST,Siap diambil
TID_FLOATER_NO_SUPPORTED_MINES,Beli <PARAM> untuk melanjutkan produksi!
TID_PRODUCT_PUMPKIN_SOUP,Sup Labu
TID_PRODUCT_LOBSTERSKEWERS,Tusuk Lobster
TID_PRODUCT_HONEY_TOAST,Roti Panggang Madu
TID_PRODUCT_HONEY_POPCORN,Berondong Madu
TID_PRODUCT_HONEY_APPLE_CAKE,Kue Apel Madu
TID_STAT_BOUGHT_FREE,Dibeli: <BOUGHT> / Gratis: <FREE>
TID_STAT_TOTAL,Total: <AMOUNT>
TID_NOTIFICATION_HIVES_READY,Sarang madu siap diambil!
TID_TRAIN_GIFTSHOP,Toko Hadiah
TID_TRAIN_GIFTSHOP_DESC,Menjual suvenir lokal buatan tangan
TID_PASSENGER_VICTORIAN_LADY,Aktris
TID_TUTORIAL_110_BEES_UNLOCKED,Kabar bagus: kamu sekarang bisa membeli lebah dan mulai memproduksi madu manis! Ayo kita lakukan!
TID_TUTORIAL_111a_BUY_BEEHIVETREE,Mulai dengan membeli pohon Sarang Lebah!
TID_TUTORIAL_112a_BUY_BEE,Sekarang beli Lebah Madu!
TID_TUTORIAL_113a_BUY_NECTARBUSH,Lebah butuh nektar. Beli Semak Nektar agar mereka bertenaga!
TID_TUTORIAL_114_BEE_TUTORIAL_END,Bagus! Beli lebih banyak lebah dan semak nektar untuk meningkatkan produksi! Jangan lupa bangun Pengekstrak Madu untuk mendapatkan madu manis!
TID_NO_HONEYCOMBS_TOOLTIP,Sarang madu belum siap. Tunggu lebahmu mengumpulkan lebih banyak nektar.
TID_DANDELION_FB_HELP_TEXT,Semak nektarku perlu segera disiram. Dapatkah kamu membantuku?
TID_TUTORIAL_113a2_WAIT_FOR_BEES,Sekarang tunggu saja selagi lebah mengumpulkan nektar!
TID_DECO_GARGOYLE,Gargoyle
TID_DECO_GARGOYLE_DESC,Dekorasi Halloween Unik
TID_DECO_GARGOYLE_DESC_MOBILE,Dekorasi Halloween Unik
TID_ADVANCED_EVENT_TITLE_HALLOWEEN2014,Musim Halloween!
TID_EVENT_PAMFLET_HALLOWEEN2014,Acara Halloween telah tiba!
TID_ADVANCED_EVENT_TEXT_HALLOWEEN2014,Kebutuhan Pai Labu dan Sup Labu lebih tinggi dari sebelumnya saat liburan. Selesaikan tujuan acara pribadi demi hadiah. Kontribusimu membantu tujuan acara global komunitas setelah mencapai tahapan yang ditunjukkan oleh ikon biru di atas. Selamat Halloween
TID_ADVANCED_EVENT_NOTIFICATION_HALLOWEEN2014,Cobalah acara Halloween yang baru dengan hadiah menarik!
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_HEADER_HALLOWEEN2014,Acara Global
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_HALLOWEEN2014,Hai <NAME>! Kota dibanjiri dengan Pai dan Sup Labu. Terima kasih atas partisipasi semuanya. Kita melakukannya bersama-sama! Terimalah hadiah ini sebagai bentuk terima kasih atas kontribusimu!
TID_ADVANCED_EVENT_SUCCESS_TITLE_HALLOWEEN2014,Halloween terbaik sepanjang masa!
TID_ADVANCED_EVENT_SUCCESS_TEXT_HALLOWEEN2014,Kota dipenuhi dengan Pai Labu dan Sup Labu. Komunitas bersama-sama telah membuat hari ini menjadi Halloween terbaik.
TID_INVALID_GAME_CENTER_SIGNATURE_TITLE,Catatan Penting!
TID_INVALID_GAME_CENTER_SIGNATURE_TEXT,"Sambungkan Hay Day ke Game Center atau Supercell ID untuk menyimpan progres game dan memainkan pertanianmu di beberapa perangkat.\nJika memungkinkan, kami sarankan untuk memperbarui perangkat ke iOS 7 atau lebih tinggi.\nInformasi selengkapnya tentang memperbarui iOS: https://support.apple.com/id-id/HT204204"
TID_INVALID_GAME_CENTER_SIGNATURE_ACTION,Oke
TID_GATHERER_HABITAT_HUD_BUTTON_TOOLTIP,Perlu nektar tambahan
TID_TUTORIAL_DOUBLE_TAP_INFO,"Sudah tahu, belum? Kamu bisa membuka setelan lanjutan dan mengaktifkan konfirmasi ketuk ganda saat akan menggunakan berlian! Cobalah!"
TID_MASSGIFT_HALLOWEENDECO_HEADER,Halloween akan berakhir
TID_MASSGIFT_HALLOWEENDECO_TEXT,"Hai, <NAME>! Kami akan segera menghapus dekorasi Halloween eksklusif dari toko. Dapatkan sekarang sebelum terlambat!"
TID_MASSGIFT_HALLOWEENSEASON_HEADER,Selamat Halloween!
TID_MASSGIFT_HALLOWEENSEASON_TEXT,"Hai, <NAME>! Halloween akhirnya tiba! Lihat dekorasi eksklusif baru dalam penawaran waktu terbatas di toko. Jangan lupa kunjungi area memancing! Jika beruntung, kamu bisa melihat hantu halloween menyeramkan yang akan memberi hadiah kejutan! :) Jika melihatnya, beri tahu yang lain di laman Facebook kami: http://facebook.com/HayDayOfficial"
TID_CANDLEMAKER,Pembuat Lilin
TID_CANDLEMAKER_DESCRIPTION,Membuat lilin
TID_CANDLEMAKER_PRODUCT_DESCRIPTION,Dibuat di Pembuat Lilin
TID_PRODUCT_STRAWBERRY_CANDLE,Lilin Stroberi
TID_PRODUCT_LEMON_CANDLE,Lilin Lemon
TID_PRODUCT_RASPBERRY_CANDLE,Lilin Rasberi
TID_DECO_HAUNTED_BIRDHOUSE,Rumah Burung Berhantu
TID_DECO_HAUNTED_BIRDHOUSE_DESC,Dekorasi Halloween
TID_IOS4_SUPPORT_ENDING_TITLE,Peringatan!
TID_IOS4_SUPPORT_ENDING_TEXT,"Karena sejumlah alasan teknis, kami terpaksa mengakhiri dukungan untuk semua iOS di bawah versi 5.1.1 pada pembaruan Hay Day berikutnya di App Store. Karena perangkatmu saat ini menjalankan iOS dengan versi lebih rendah, kamu tak akan bisa memainkan Hay Day jika tidak memperbarui iOS ke versi terbaru."
TID_IOS4_SUPPORT_ENDING_BUTTON,Cara memperbarui iOS
TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_TITLE,Sambungan terputus
TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE,Perangkat lain tersambung dengan pertanian ini.
TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_BUTTON,Muat ulang game
TID_STAT_LEVEL_REWARDS_LEVEL_THRESHOLD_TITLE,Capai ambang tengah level untuk hadiah:
TID_STAT_LEVEL_REWARDS_NEXT_LEVEL_TITLE,Capai level berikutnya (<LEVEL>) untuk membuka:
TID_DUCK_SALON,Salon Bebek
TID_REPAIR_DUCK_SALON_TITLE,Perbaiki Salon Bebek?
TID_REPAIR_DUCK_SALON_TEXT,Bebek yang kamu tangkap akan berpindah ke sini setelah kamu memperbaiki salon!
TID_REPAIR_DUCK_SALON_YES,Mulai memperbaiki
TID_DUCK_TRAP,Perangkap Bebek
TID_DUCK,Bebek
TID_DUCK_SALON_CAPACITY,Kapasitas Salon Bebek: <COUNT>/<MAX>
TID_DUCK_READY_TO_HARVEST,Siap diambil
TID_FLOATER_DUCK_CATCHING_COMING_SOON,Perangkap bebek terbuka di level <LEVEL>
TID_REQUIRES_DUCK_SALON,Perlu Salon Bebek dan pembuat jaring
TID_FLOATER_DUCK_SALON_FULL,Salon Bebek penuh!
TID_UPGRADE_DUCK_SALON_YES,Mulai meningkatkan
TID_UPGRADE_DUCK_SALON_TITLE,Tingkatkan Salon Bebek?
TID_UPGRADE_DUCK_SALON_TEXT,"Tingkatkan guna menyediakan tempat tambahan untuk Bebek. Semakin banyak Bebek yang kamu tambahkan, semakin gembira mereka!"
TID_DUCK_DOWN,Bulu Bebek
TID_DUCK_DOWN_DESCRIPTION,Tangkap di area pemancingan
TID_FLOATER_DUCK_SALON_MAX_RANK,Salon Bebek mencapai level maksimum!
TID_FLOATER_DUCK_SALON_UPGRADING,Peningkatan Salon Bebek sedang berlangsung!
TID_NOTIFICATION_DUCK_SALON_HARVEST_READY,Bebekmu siap untuk dipanen!
TID_NOTIFICATIONS_SETTINGS_DUCK_SALON_HARVEST_READY,Pemberitahuan Salon Bebek
TID_ACHIEVEMENT_DUCK_DOWN,Penata Rambut Bebek
TID_ACHIEVEMENT_DUCK_DOWN_DESCRIPTION,Panen <NUMBER> bulu bebek
TID_ACHIEVEMENT_DUCK_SALON,Salon Kecantikan
TID_ACHIEVEMENT_DUCK_SALON_DESCRIPTION,Miliki <NUMBER> bebek sekaligus di salon
TID_EXP_LEVEL_THRESHOLD_REWARD_GAINED,Ambang level tercapai
TID_STORAGE_FULL_BUTTON,Tingkatkan sekarang
TID_FEATURE_BOAT,Pesanan perahu
TID_FEATURE_MINE,Tambang
TID_FEATURE_FISHING,Area Memancing
TID_FEATURE_NEIGHBORHOOD,Lingkungan
TID_FEATURE_TRAIN,Area Kota
TID_FEATURE_LOBSTER_FISHING,Lobster
TID_FEATURE_RSS_NEWSPAPER,Barter
TID_FEATURE_CALENDAR_EVENTS,Acara
TID_FEATURE_TOM,Tom
TID_FEATURE_FIRST_PET,Peliharaan
TID_FEATURE_EXPANSIONS,Perluasan Pertanian
TID_FEATURE_FISHING_NETS,Jaring Ikan
TID_FEATURE_BEES,Lebah
TID_LEVEL_UP_CONFIRM_BUTTON_TEXT,Lanjutkan
TID_REPUTATION_LEVEL_UP_CONFIRM_BUTTON_TEXT,Lanjutkan
TID_ANIMAL_HABITAT_HUD_NO_ANIMAL_PRODUCT_TO_COLLECT,Tidak ada <ANIMAL> yang siap diambil!
TID_ANIMAL_HABITAT_HUD_NO_ANIMAL_TO_FEED,Tidak ada <ANIMAL> lapar saat ini!
TID_STAT_LEVEL_CAP_REACHED,Saat ini kamu telah mencapai level maksimum. Selamat!
TID_BOAT_EXTRA_HELP_POPUP_NEIGHBORHOOD_TITLE,Bantuan Ekstra
TID_BOAT_EXTRA_HELP_POPUP_NEIGHBORHOOD_DESCRIPTION,Gabung dengan lingkungan guna mendapatkan bantuan ekstra terkait perahu!
TID_BOAT_EXTRA_HELP_JOIN_A_NEIGHBORHOOD,Gabung dengan lingkungan guna mendapatkan bantuan ekstra!
TID_BOAT_EXTRA_HELP_INVITE_NEIGHBORHOOD,Undang <PARAM> untuk bergabung dengan lingkunganmu guna mendapatkan bantuan ekstra terkait perahu!
TID_BOAT_EXTRA_HELP_JOIN_THIS_NEIGHBORHOOD,Gabung dengan lingkungan ini untuk memberikan bantuan ekstra!
TID_FISH_74,Ikan Putih Danau
TID_FISH_74_DESCRIPTION,Kamu akan menemukan ikan ini berkumpul dengan kawan-kawannya di perairan dalam yang dingin.
TID_FISH_75,Ikan Quillback
TID_FISH_75_DESCRIPTION,\qPenyedot debu\q air tawar ini akan memakan apa saja. Awas jarimu!
TID_FISH_76,Ikan Perch
TID_FISH_76_DESCRIPTION,Ikan introver ini menikmati suasana damai di air tenang.
TID_STREAM_EVENT_HELP_REQUESTED,Pertanian saya butuh bantuan!
TID_HELP_REQUEST_VISIT_BUTTON,Kunjungi
TID_SERVICE_LIST_ITEM_REWARDS_BONUS,Bonus Bangunan
TID_SERVICE_LIST_ITEM_REWARDS_TOTAL,Total Hadiah
TID_TOWN_REQUEST_BOARD_TITLE,Permintaan Pengunjung Kota
TID_HINT_SETTINGS_ADVANCED,Kamu bisa menyesuaikan pengalaman game dalam setelan lanjutan.
TID_HINT_SETTINGS_HELPSHIFT,Kamu bisa menemukan banyak info berguna dalam Setelan -> Bantuan dan Dukungan
TID_HINT_NEIGHBORHOOD_ONLY_ONE,Kamu hanya bisa jadi bagian satu lingkungan dalam satu waktu.
TID_HINT_NEIGHBORHOOD_INVITE_FRIENDS,Kamu bisa mengundang teman ke lingkunganmu dengan mengetuk amplop saat berkunjung.
TID_HINT_FISHING_SCRAP_BOOK,Periksa buku memancing untuk mengambil berlian setelah menangkap berbagai ikan!
TID_HINT_FISHING_EVENT_FISH,Beberapa ikan langka hanya bisa ditangkap selama acara memancing.
TID_HINT_TEASER_FISHING_TOWN,Area Memancing dan Kota adalah area terpisah dengan permainan baru yang seru.
TID_HINT_TOWN_COMPLETE_VISITORS,Selesaikan semua permintaan bangunan dari pengunjung Kota untuk mendapatkan hadiah barang istimewa!
TID_HINT_TOWN_UPGRADE_BUILDINGS,Tingkatkan bangunan di Kota untuk melayani lebih banyak pengunjung dan mendapatkan bonus!
TID_HINT_TOWN_TOWNHALL_UPGRADE,Tingkatkan Balai Kota di Kota guna menyediakan tempat untuk lebih banyak pengunjung!
TID_HINT_TOWN_TRAINSTATION_UPGRADE,Tingkatkan Stasiun Kereta di Kota untuk mendapatkan lebih banyak pengunjung dengan kereta Teluarbiasa!
TID_HINT_TOWN_MYSTERY_CHEST,"Di Kota, kamu terkadang bisa menemukan peti istimewa mengapung di air."
TID_HINT_BEES_NECTAR_COLLECTING,Lebah mengumpulkan nektar dari semak Nektar untuk menghasilkan Sarang Madu.
TID_HINT_BEES_HONEYEXTRACTOR,Gunakan pengekstrak Madu untuk mendapatkan Madu dari Sarang Madu!
TID_HINT_BOAT_SEND_AWAY,Kamu bisa mengirim perahu dengan mengetuk ikon perahu sebelum menaikkan produk.
TID_HINT_EVENTS_TEASER,Acara adalah sarana bagus untuk mendapatkan hadiah keren seperti koin ekstra atau barang istimewa.
TID_HINT_EVENTS_GLOBAL_GOAL,Tujuan Global dalam acara adalah kolaborasi semua pemain dari seluruh dunia.
TID_HINT_MIDLEVEL_THRESHOLDS,Dapatkan hadiah instan menarik dengan mencapai ambang tengah level!
TID_HINT_LEVELSTAR_NEXT_LEVEL,Ketuk bintang levelmu untuk melihat apa yang ada di level berikutnya!
TID_HINT_FISHERMAN_TUTORIAL_FISHING,Ketuk Nelayan untuk mengulang tutorial memancing!
TID_HINT_FISHERMAN_TUTORIAL_FISHING_LOBSTERS,Ketuk Nelayan untuk mengulang tutorial memancing dan lobster!
TID_HINT_FISHING_NETS_NOT_TO_BOOK,Memancing dengan jaring tidak akan menambah koleksi buku memancingmu.
TID_HINT_FISHING_LURES_TO_BOOK,Pancinglah dengan umpan untuk melengkapi koleksi buku memancingmu!
TID_HINT_FISHING_NETS_GET_MEAT,Jala berguna jika kamu hanya perlu filet ikan.
TID_HINT_LOBSTERS_UPGRADE,Tingkatkan Kolam Lobster guna memperluas tempat untuk lobster!
TID_HINT_LOBSTERS_ANIMATION_TEASER,Tingkatkan kolam Lobster untuk melihat aneka animasi lobster lucu!
TID_HINT_DUCKS_SIMILAR_TO_LOBSTERS,Cara menangkap bebek mirip dengan lobster.
TID_HINT_DUCKS_UPGRADE,Tingkatkan Salon Bebek guna memperluas tempat untuk bebek!
TID_HINT_DUCKS_ANIMATION_TEASER,Tingkatkan Salon Bebek untuk melihat aneka animasi bebek lucu!
TID_HINT_MINE_TOOLS_PICKAXE,"Dinamit, Tong TNT, Sekop, dan Beliung dapat digunakan di dalam Tambang."
TID_HINT_FAQ_MULTIPLE_DEVICES,Kamu bisa memainkan pertanian dari beberapa perangkat. Lihat FAQ untuk cara menyambungkan.
TID_DECO_CHRISTMAS_BELL_DESC,Rayakan Liburan
TID_DECO_CHRISTMAS_BELL,Lonceng Natal
TID_DECO_CHRISTMAS_LIGHT_FENCE_DESC,Rayakan Liburan
TID_DECO_CHRISTMAS_LIGHT_FENCE,Pagar Lampu Natal
TID_ACHIEVEMENT_HONEYCOMBS,Traktiran manis
TID_ACHIEVEMENT_HONEYCOMBS_DESCRIPTION,Panen <NUMBER> sarang madu
TID_ACHIEVEMENT_BEES,Semua Berdengung
TID_ACHIEVEMENT_BEES_DESCRIPTION,Punya <NUMBER> lebah
TID_TOWN_REQUEST_BOARD_HUD_NO_REQUESTS,Saat ini tidak ada permintaan terbuka dari pengunjung di Kota. Kunjungi Kotamu untuk mendapatkan lebih banyak pengunjung!
TID_HINT_CONNECT_TO_SAVE,Sambungkan game ke Supercell ID untuk melindungi Pertanian milikmu!
TID_HINT_CONNECT_TO_SAVE_ANDROID,Sambungkan game ke Supercell ID untuk melindungi Pertanian milikmu!
TID_EVENT_PAMFLET_CHRISTMAS2014,Acara Liburan telah tiba!
TID_ADVANCED_EVENT_TEXT_CHRISTMAS2014,Barang-barang baru dan keren di musim Liburan ini datang dari Mesin Jahit! Berkontribusi sebanyak mungkin sebelum waktu habis! Capai target pribadimu demi hadiah hebat. Hasilmu juga membantu target global komunitas. Capai target global bersama petani lainnya di seluruh dunia dan kalian akan diberi hadiah.
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_CHRISTMAS2014,Hai <NAME>! Kota ini dibanjiri produk super-halus dari petani di seluruh dunia. Terima kasih atas partisipasi semuanya di acara global. Kita berhasil bersama-sama! Terimalah hadiah ini sebagai ucapan terima kasih atas kontribusi kalian!
TID_EVENT_PAMFLET_NEWYEAR2014,Acara Tahun Baru telah tiba!
TID_ADVANCED_EVENT_TEXT_NEWYEAR2014,Mari awali Tahun Baru dengan muffin lezat! Berkontribusi sebanyak mungkin sebelum waktu habis! Capai target pribadimu demi hadiah hebat. Hasilmu juga membantu target global komunitas. Capai target global bersama petani lainnya di seluruh dunia dan kalian akan diberi hadiah.
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_NEWYEAR2014,Hai <NAME>! Kota ini dibanjiri muffin dari petani di seluruh dunia. Terima kasih atas partisipasi semuanya di acara global. Kita berhasil bersama-sama! Terimalah hadiah ini sebagai ucapan terima kasih atas kontribusi kalian!
TID_EVENT_PAMFLET_VALENTINES2014,Akhir pekan Valentine!
TID_ADVANCED_EVENT_TEXT_VALENTINES2015,"Dapatkan 3x koin dan voucher dari semua pesanan perahumu pada akhir pekan romantis ini! Selama acara ini, kamu akan mendapatkan koin 3x lipat jika menyelesaikan peti dan voucher 3x lipat saat menuntaskan seluruh pengiriman perahu! Jangan lupa kunjungi temanmu dan bantu perahunya."
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_VALENTINES2015,Hai <NAME>! Kota ini dibanjiri Keju dan jus Beri dari petani di seluruh dunia. Terima kasih atas partisipasi semuanya di acara global. Kita berhasil bersama-sama! Terimalah hadiah ini sebagai ucapan terima kasih atas kontribusi kalian!
TID_EVENT_PAMFLET_EASTER2015,Acara Paskah telah tiba!
TID_ADVANCED_EVENT_TEXT_EASTER2015,Kota-kota di seluruh dunia menginginkan barang pertanian berkualitas tinggi agar hari Paskah jadi benar-benar istimewa. Selesaikan perahu sungai sebanyak mungkin sebelum waktu habis! Raih target pribadimu untuk hadiah luar biasa. Hasilmu juga meningkatkan target global komunitas. Raih target global bersama dengan petani di seluruh dunia dan kamu akan diberi hadiah.
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_EASTER2015,Hai <NAME>! Barang pertanian luar biasa dari petani seluruh dunia dikirimkan melalui kapal ke tempat-tempat yang jauh. Ini Paskah paling penuh berkah sepanjang masa! Terima kasih atas partisipasi semuanya di acara global. Kita berhasil bersama-sama! Terimalah hadiah ini sebagai ucapan terima kasih atas kontribusi kalian!
TID_ADVANCED_EVENT_SUCCESS_TEXT_EASTER2015,"Bersama-sama, komunitas kita mengirimkan banyak sekali kapal berisi barang sehingga Paskah ini layak dikenang!"
TID_UPDATE_NOTIFICATION_SPECIAL,Lembah BARU telah hadir! Perbarui sekarang untuk menjelajahi area baru dan membuka barang
TID_UPDATE_NOTIFICATION_SPECIAL_ANDROID,Lembah BARU telah hadir! Perbarui sekarang untuk menjelajahi area baru dan membuka barang
TID_UPDATE_NOTIFICATION_GENERIC,Lihat pembaruan baru di App Store!
TID_UPDATE_NOTIFICATION_GENERIC_ANDROID,Lihat pembaruan baru di Google Play Store!
TID_TOWN_REQUEST_BOARD_INFO,Di sini kamu bisa memeriksa apa yang diminta pengunjung di Kota.
TID_PRODUCT_PILLOW,Bantal
TID_PRODUCT_BLANKET,Selimut
TID_CHOOSE_FARM_UI_DEVICE,Di perangkat ini
TID_CHOOSE_FARM_UI_CLOUD,Di Cloud
TID_CHOOSE_FARM_UI_TIME,Terakhir main: <LAST_PLAYED_TIME>
TID_CHOOSE_FARM_UI_BUTTON,Pilih
TID_CHOOSE_FARM_UI_INFO,Apa ini?
TID_SAVE_YOUR_FARM_INFO,Mengapa mesti tersambung?
TID_LEADERBOARD_BOAT_ERROR_CONNECT_TO_SCID,Masuk ke Supercell ID untuk melihat peringkat teman!
TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS,Hubungi Dukungan
TID_DUCKS_TUTORIAL_TEXT,"Wah, itu Salon Bebek tua yang kami buat dengan Pamanmu! Perbaiki, buat perangkap Bebek di Pembuat Jaring, lalu beri bebek-bebek itu potongan bulu yang modis. Tangkap mereka seperti kamu menangkap Lobster."
TID_DONT_SIGN_IN_SOCIAL_MEDIA_CONFIRM_TITLE,Yakin?
TID_DONT_SIGN_IN_SOCIAL_MEDIA_CONFIRM_TEXT,Menyambungkan berarti menyimpan cadangan pertanian dan mencegah hilangnya kemajuan. Kami tidak akan pernah mengirim tanpa izinmu.
TID_DONT_SIGN_IN_SOCIAL_MEDIA_CONFIRM_BUTTON_BACK,Sambungkan sekarang
TID_DONT_SIGN_IN_SOCIAL_MEDIA_CONFIRM_BUTTON_DONT_SIGN_IN,Jangan sambungkan
TID_FARM_NAME_TUTORIAL,Kamu bisa mengubah namanya nanti!
TID_DECO_CHRISTMAS_SNOWWOMAN,Ny. Snow
TID_DECO_CHRISTMAS_SNOWWOMAN_DESC,Rayakan Liburan
TID_DECO_NEWYEAR_GRAMOPHONE,Gramofon
TID_DECO_NEWYEAR_GRAMOPHONE_DESC,Dekorasi Tahun Baru yang Unik
TID_SERVICE_LIST_ITEM_REWARDS_UPGRADE_BUILDING,Tingkatkan bangunan demi bonus
TID_CHOOSE_FARM_UI_NOW_PLAYING,Sedang bermain
TID_FEATURE_DUCKS,Bebek
TID_BOAT_EXTRA_HELP_POPUP_NEIGHBORHOOD_CONFIRM_BUTTON_OK,Oke
TID_ELEPHANT,Gajah
TID_GIRAFFE,Jerapah
TID_FLOATER_NEIGHBORHOOD_DERBY_COMING_SOON,Lomba Lingkungan terbuka di level <LEVEL>
TID_NEIGHBORHOOD_TASK_HARVEST_CROP_DESCRIPTION,Panen <NUMBER> <CROP>
TID_NEIGHBORHOOD_TASK_COLLECT_ANIMAL_PRODUCT_DESCRIPTION,Ambil <NUMBER> <ANIMAL PRODUCT>
TID_NEIGHBORHOOD_TASK_FISH_LURE_BY_WEIGHT_DESCRIPTION,Tangkap <WEIGHT> pon ikan dengan umpan
TID_NEIGHBORHOOD_TASK_CAR_ORDER_DESCRIPTION,Selesaikan <NUMBER> pengiriman truk
TID_NEIGHBORHOOD_TASK_BOAT_ORDER_DESCRIPTION,Selesaikan dan berangkatkan <NUMBER> perahu
TID_NEIGHBORHOOD_TASK_SERVE_TOWN_VISITOR_DESCRIPTION,Layani sepenuhnya <NUMBER> pengunjung di kotamu
TID_NEIGHBORHOOD_TASK_EXCAVATE_ORE_DESCRIPTION,Gali <NUMBER> bijih dari tambang
TID_FLOATER_NEIGHBORHOOD_DERBY_NOT_IN_NEIGHBORHOOD,Gabung dengan Lingkungan untuk ikut serta dalam Lomba!
TID_ADVANCED_EVENT_TITLE_CHINESENEWYEAR,Imlek!
TID_ADVANCED_EVENT_TEXT_CHINESENEWYEAR,"Imlek tiba, dan pesanan truk berlimpah! Kalau beruntung, kamu mungkin melihat kembang api di area pemancingan. Penuhi Pesanan Truk sebanyak yang kamu bisa sebelum waktu habis! Raih target pribadimu untuk hadiah luar biasa. Hasilmu juga meningkatkan target global komunitas. Raih target global bersama dengan petani di seluruh dunia dan kalian akan diberi hadiah."
TID_ADVANCED_EVENT_NOTIFICATION_CHINESENEWYEAR,Cobalah acara Imlek dengan hadiah menarik!
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_CHINESENEWYEAR,Hai <NAME>! Pengiriman truk sukses besar! Awal yang hebat untuk Tahun Kambing. Terima kasih atas partisipasi semuanya di acara global. Kita berhasil bersama-sama! Terimalah hadiah ini sebagai ucapan terima kasih atas kontribusi kalian!
TID_ADVANCED_EVENT_SUCCESS_TITLE_CHINESENEWYEAR,Selamat Tahun Baru Kambing!
TID_ADVANCED_EVENT_SUCCESS_TEXT_CHINESENEWYEAR,"Bersama-sama, komunitas kita telah mengirim sangat banyak dengan truk, awal yang hebat untuk Tahun Kambing!"
TID_EVENT_PAMFLET_CHINESENEWYEAR,Imlek!
TID_MASSGIFT_WINTERAWAY_HEADER,Tersedia pembaruan
TID_MASSGIFT_WINTERAWAY_TEXT,"Hai, <NAME>! Musim dingin akan berakhir! Kalau ingin menonaktifkan tema musim dingin, buka App Store untuk pembaruan opsional. Semoga harimu menyenangkan, dan nikmati berlian berkilau ini sebagai hadiah atas dukunganmu yang terus bermain Hay Day!"
TID_MASSGIFT_WINTERAWAY_TEXT_ANDROID,"Hai, <NAME>! Musim dingin akan berakhir! Kalau ingin menonaktifkan tema musim dingin, buka Google Play untuk pembaruan opsional. Semoga harimu menyenangkan, dan nikmati berlian berkilau ini sebagai hadiah atas dukunganmu yang terus bermain Hay Day!"
TID_ADVANCED_EVENT_NOTIFICATION_VALENTINES2015,Lihatlah acara Valentine yang baru!
TID_DERBY_REWARDS_KEYS_HEADER,Kamu memiliki <NUMBER> ladam
TID_DERBY_REWARDS_KEYS_TEXT,Dapatkan ladam dengan meningkatkan poin lomba lingkunganmu!
TID_DERBY_REWARDS_BUTTON_REROLL,Acak Ulang Hadiah
